"","account","subaccount","type","date","num","adj","name","memo","split","debit","credit","balance"
"2975","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",0,270,-41102.4
"2976","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,292.5,-41394.9
"2977","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",0,22.5,-41417.4
"2978","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,81,-41498.4
"2979","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,50.4,-41548.8
"2980","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,13.5,-41562.3
"2981","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",0,18,-41580.3
"2982","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,4.95,-41585.25
"2983","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,19.8,-41605.05
"2984","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,46.8,-41651.85
"2985","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",0,90,-41741.85
"2986","Revenue","Revenue","Invoice",2018-02-12,"71088",NA,"Cole Home Builders:Phase 1 - Lot 2","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,86.4,-41828.25
"2987","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","River Rock (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,600,-42428.25
"2988","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,325,-42753.25
"2989","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",0,850,-43603.25
"2990","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",0,144,-43747.25
"2991","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,190,-43937.25
"2992","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",0,232,-44169.25
"2993","Revenue","Revenue","Invoice",2018-02-14,"71110",NA,"Baker's Professional Lighting:Store #05","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,50,-44219.25
"2994","Revenue","Revenue","Invoice",2018-02-18,"71093",NA,"Miscellaneous - Retail:Ruth Kuver","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,650,-44869.25
"2995","Revenue","Revenue","Invoice",2018-02-18,"71093",NA,"Miscellaneous - Retail:Ruth Kuver","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,450,-45319.25
"2996","Revenue","Revenue","Invoice",2018-02-18,"71093",NA,"Miscellaneous - Retail:Ruth Kuver","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,50,-45369.25
"2997","Revenue","Revenue","Invoice",2018-02-18,"71093",NA,"Miscellaneous - Retail:Ruth Kuver","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",0,216,-45585.25
"2998","Revenue","Revenue","Invoice",2018-02-20,"71054",NA,"Miscellaneous - Retail:Mrs. Chris Holly","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,500,-46085.25
"2999","Revenue","Revenue","Invoice",2018-02-20,"71054",NA,"Miscellaneous - Retail:Mrs. Chris Holly","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",0,96,-46181.25
"3000","Revenue","Revenue","Invoice",2018-02-20,"71054",NA,"Miscellaneous - Retail:Mrs. Chris Holly","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",0,310,-46491.25
"3001","Revenue","Revenue","Invoice",2018-02-20,"71054",NA,"Miscellaneous - Retail:Mrs. Chris Holly","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",0,260,-46751.25
"3002","Revenue","Revenue","Invoice",2018-02-20,"71054",NA,"Miscellaneous - Retail:Mrs. Chris Holly","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,50,-46801.25
"3003","Revenue","Revenue","Invoice",2018-02-20,"71054",NA,"Miscellaneous - Retail:Mrs. Chris Holly","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,84,-46885.25
"3004","Revenue","Revenue","Invoice",2018-02-23,"71094",NA,"Miscellaneous - Retail:David Lo","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,450,-47335.25
"3005","Revenue","Revenue","Invoice",2018-02-23,"71094",NA,"Miscellaneous - Retail:David Lo","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",0,510,-47845.25
"3006","Revenue","Revenue","Invoice",2018-02-23,"71094",NA,"Miscellaneous - Retail:David Lo","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,650,-48495.25
"3007","Revenue","Revenue","Invoice",2018-02-23,"71094",NA,"Miscellaneous - Retail:David Lo","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,190,-48685.25
"3008","Revenue","Revenue","Invoice",2018-02-23,"71094",NA,"Miscellaneous - Retail:David Lo","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",0,132,-48817.25
"3009","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",0,272,-49089.25
"3010","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",0,210,-49299.25
"3011","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","River Rock (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,600,-49899.25
"3012","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",0,120,-50019.25
"3013","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,12,-50031.25
"3014","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,26,-50057.25
"3015","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,210,-50267.25
"3016","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,300,-50567.25
"3017","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,126,-50693.25
"3018","Revenue","Revenue","Invoice",2018-02-27,"71052",NA,"Baker's Professional Lighting:Store #15","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",0,9,-50702.25
"3019","Revenue","Revenue","Invoice",2018-02-28,"71122",NA,"Lavery Lighting & Design:Store #JL-08","Custom Chandelier","Accounts Receivable",0,600,-51302.25
"3020","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,430,-51732.25
"3021","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",0,490,-52222.25
"3022","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",0,630,-52852.25
"3023","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,25,-52877.25
"3024","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",0,216,-53093.25
"3025","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,42,-53135.25
"3026","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,28,-53163.25
"3027","Revenue","Revenue","Invoice",2018-03-11,"71048",NA,"Baker's Professional Lighting:Store #20","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,11,-53174.25
"3028","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",0,225,-53399.25
"3029","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",0,1860,-55259.25
"3030","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",0,400,-55659.25
"3031","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,1000,-56659.25
"3032","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",0,780,-57439.25
"3033","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",0,100,-57539.25
"3034","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,210,-57749.25
"3035","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,97.5,-57846.75
"3036","Revenue","Revenue","Invoice",2018-03-12,"71049",NA,"Lavery Lighting & Design:Store #JL-06","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,22,-57868.75
"3037","Revenue","Revenue","Invoice",2018-03-15,"71056",NA,"Miscellaneous - Retail:Mr. Fred Kaseman","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,430,-58298.75
"3038","Revenue","Revenue","Invoice",2018-03-15,"71056",NA,"Miscellaneous - Retail:Mr. Fred Kaseman","Black Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)","Accounts Receivable",0,255,-58553.75
"3039","Revenue","Revenue","Invoice",2018-03-15,"71056",NA,"Miscellaneous - Retail:Mr. Fred Kaseman","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,600,-59153.75
"3040","Revenue","Revenue","Invoice",2018-03-15,"71056",NA,"Miscellaneous - Retail:Mr. Fred Kaseman","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,100,-59253.75
"3041","Revenue","Revenue","Invoice",2018-03-15,"71056",NA,"Miscellaneous - Retail:Mr. Fred Kaseman","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",0,620,-59873.75
"3042","Revenue","Revenue","Invoice",2018-03-15,"71056",NA,"Miscellaneous - Retail:Mr. Fred Kaseman","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",0,216,-60089.75
"3043","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,360,-60449.75
"3044","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,324,-60773.75
"3045","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,75.6,-60849.35
"3046","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,129.6,-60978.95
"3047","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,585,-61563.95
"3048","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,99,-61662.95
"3049","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,171,-61833.95
"3050","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",0,540,-62373.95
"3051","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",0,90,-62463.95
"3052","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,75.6,-62539.55
"3053","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,13.5,-62553.05
"3054","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",0,43.2,-62596.25
"3055","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,19.8,-62616.05
"3056","Revenue","Revenue","Invoice",2018-03-26,"71065",NA,"Godwin Lighting Depot:Store #303","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,52.65,-62668.7
"3057","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,113.4,-62782.1
"3058","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",0,337.5,-63119.6
"3059","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,540,-63659.6
"3060","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,405,-64064.6
"3061","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",0,126.9,-64191.5
"3062","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,9.9,-64201.4
"3063","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,19.8,-64221.2
"3064","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,40.95,-64262.15
"3065","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,13.5,-64275.65
"3066","Revenue","Revenue","Invoice",2018-03-27,"71060",NA,"Godwin Lighting Depot:Store #404","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,81,-64356.65
"3067","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",0,1875,-66231.65
"3068","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,4500,-70731.65
"3069","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser","Accounts Receivable",0,850,-71581.65
"3070","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,110,-71691.65
"3071","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",0,100,-71791.65
"3072","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,150,-71941.65
"3073","Revenue","Revenue","Invoice",2018-03-28,"71071",NA,"Dan A. North Builders:McCarthy Properties","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,1344,-73285.65
"3074","Revenue","Revenue","Invoice",2018-03-28,"71125",NA,"Kern Lighting Warehouse:Store #45","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,2900,-76185.65
"3075","Revenue","Revenue","Invoice",2018-03-28,"71125",NA,"Kern Lighting Warehouse:Store #45","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,5600,-81785.65
"3076","Revenue","Revenue","Invoice",2018-04-10,"71057",NA,"Miscellaneous - Retail:Mr. Jay Jessen","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,975,-82760.65
"3077","Revenue","Revenue","Invoice",2018-04-10,"71057",NA,"Miscellaneous - Retail:Mr. Jay Jessen","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,180,-82940.65
"3078","Revenue","Revenue","Invoice",2018-04-10,"71057",NA,"Miscellaneous - Retail:Mr. Jay Jessen","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,84,-83024.65
"3079","Revenue","Revenue","Invoice",2018-04-13,"71126",NA,"Kern Lighting Warehouse:Store #13","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",0,12600,-95624.65
"3080","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",0,367.2,-95991.85
"3081","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",0,243,-96234.85
"3082","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",0,342,-96576.85
"3083","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",0,126,-96702.85
"3084","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,113.4,-96816.25
"3085","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",0,270,-97086.25
"3086","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,292.5,-97378.75
"3087","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",0,22.5,-97401.25
"3088","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,81,-97482.25
"3089","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",0,50.4,-97532.65
"3090","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,13.5,-97546.15
"3091","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",0,18,-97564.15
"3092","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,4.95,-97569.1
"3093","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,19.8,-97588.9
"3094","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,46.8,-97635.7
"3095","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",0,90,-97725.7
"3096","Revenue","Revenue","Invoice",2018-04-16,"71087",NA,"Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,86.4,-97812.1
"3097","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",0,113.4,-97925.5
"3098","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",0,337.5,-98263
"3099","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",0,540,-98803
"3100","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",0,405,-99208
"3101","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",0,126.9,-99334.9
"3102","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",0,9.9,-99344.8
"3103","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",0,19.8,-99364.6
"3104","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",0,40.95,-99405.55
"3105","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",0,13.5,-99419.05
"3106","Revenue","Revenue","Invoice",2018-04-17,"71061",NA,"Godwin Lighting Depot:Store #202","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",0,81,-99500.05
"3107","Revenue","Revenue","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",0,360,-99860.05
"3108","Revenue","Revenue","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",0,324,-100184.05
"3109","Revenue","Revenue","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",0,75.6,-100259.65
"3110","Revenue","Revenue","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",0,129.6,-100389.25
"3111","Revenue","Revenue","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",0,585,-100974.25
"3112","Revenue","Revenue","Invoice",2018-04-22,"71064",NA,"Godwin Lighting Depot:Store #404","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",0,99,-101073.25
